titulo;preco_old;preco_new;link
31 Coisas que toda mulher deve saber;R$ 43,91;https://leitura.com.br/31-coisas-que-toda-mulher-deve-saber-L999-9788524305627?page=5&limit=96;
31 poetas 214 poemas;R$ 50,63;https://leitura.com.br/31-poetas-214-poemas-L999-9788526807693?page=5&limit=96;
33 D. C.;R$ 28,14;https://leitura.com.br/33-d-c-L999-9788537001561?page=5&limit=96;
33 estratégias de guerra;R$ 78,68;https://leitura.com.br/33-estrategias-de-guerra-L999-9786555322057?page=5&limit=96;
33 revoluções e cinco contos;R$ 39,76;https://leitura.com.br/33-revolucoes-e-cinco-contos-L999-9788542208443?page=5&limit=96;
35 noites de paixão: Contos escolhidos (edição de bolso);R$ 33,25;https://leitura.com.br/35-noites-de-paixao-contos-escolhidos-edicao-de-bolso-L999-9788577991617?page=5&limit=96;
3500 palavras em chinês;R$ 38,18;https://leitura.com.br/3500-palavras-em-chines-L999-9788589533959?page=5&limit=96;
3500 palavras em italiano;R$ 38,18;https://leitura.com.br/3500-palavras-em-italiano-L999-9788578440008?page=5&limit=96;
3500 words in portuguese;R$ 38,18;https://leitura.com.br/3500-words-in-portuguese-L999-9788578440374?page=5&limit=96;
36 dias;R$ 31,76;https://leitura.com.br/36-dias-L999-9786589623274?page=5&limit=96;
36 estratagemas – Manual secreto da arte da guerra;R$ 30,63;https://leitura.com.br/36-estratagemas--manual-secreto-da-arte-da-guerra-L999-9788525434609?page=5&limit=96;
360 dias de sucesso;R$ 33,12;https://leitura.com.br/360-dias-de-sucesso-L999-9788579802201?page=5&limit=96;
360 Graus de Influência;R$ 73,87;https://leitura.com.br/360-graus-de-influencia-L999-9788582890691?page=5&limit=96;
365 - Palavras Cruzadas - Com Histórias Bíblicas;R$ 16,52;https://leitura.com.br/365---palavras-cruzadas---com-historias-biblicas-L999-9788538089742?page=5&limit=96;
365 atividades bíblicas;R$ 16,52;https://leitura.com.br/365-atividades-biblicas-L999-9788538091738?page=5&limit=96;
365 atividades com unicórnios;R$ 16,52;https://leitura.com.br/365-atividades-com-unicornios-L999-9788538089797?page=5&limit=96;
365 atividades de dinossauros;R$ 16,52;https://leitura.com.br/365-atividades-de-dinossauros-L999-9788538089773?page=5&limit=96;
365 Atividades de Português;R$ 16,52;https://leitura.com.br/365-atividades-de-portugues-L999-9786555006872?page=5&limit=96;
365 atividades divertidas;R$ 16,52;https://leitura.com.br/365-atividades-divertidas-L999-9788538089780?page=5&limit=96;
365 atividades do Sítio do Picapau Amarelo;R$ 16,52;https://leitura.com.br/365-atividades-do-sitio-do-picapau-amarelo-L999-9786555006070?page=5&limit=96;
365 atividades e desenhos para colorir - Inglês;R$ 16,59;https://leitura.com.br/365-atividades-e-desenhos-para-colorir---ingles-L999-9786555470505?page=5&limit=96;
365 atividades e desenhos para colorir - Meninas;R$ 16,59;https://leitura.com.br/365-atividades-e-desenhos-para-colorir---meninas-L999-9786555470529?page=5&limit=96;
365 atividades e desenhos para colorir - Meninos;R$ 16,59;https://leitura.com.br/365-atividades-e-desenhos-para-colorir---meninos-L999-9786555470475?page=5&limit=96;
365 atividades incríveis;R$ 16,52;https://leitura.com.br/365-atividades-incriveis-L999-9788538089766?page=5&limit=96;
365 atividades infantis sem TV;R$ 33,12;https://leitura.com.br/365-atividades-infantis-sem-tv-L999-9788537005620?page=5&limit=96;
365 atividades para aprender Inglês;R$ 16,52;https://leitura.com.br/365-atividades-para-aprender-ingles-L999-9788538090328?page=5&limit=96;
365 atividades para treinar Matemática;R$ 16,60;https://leitura.com.br/365-atividades-para-treinar-matematica-L999-9788538088318?page=5&limit=96;
365 Barbie - Palavras Cruzadas;R$ 16,52;https://leitura.com.br/365-barbie---palavras-cruzadas-L999-9786526104330?page=5&limit=96;
365 caça-palavras - Alfabetização;R$ 24,82;https://leitura.com.br/365-caca-palavras---alfabetizacao-L999-9786526103852?page=5&limit=96;
365 caça-palavras - Animais;R$ 16,52;https://leitura.com.br/365-caca-palavras---animais-L999-9786555006919?page=5&limit=96;
365 caça-palavras - Cidades do Brasil;R$ 16,52;https://leitura.com.br/365-caca-palavras---cidades-do-brasil-L999-9786555006421?page=5&limit=96;
365 caça-palavras - Ciências;R$ 16,52;https://leitura.com.br/365-caca-palavras---ciencias-L999-9786555001952?page=5&limit=96;
365 caça-palavras - curiosidades de inglês;R$ 16,52;https://leitura.com.br/365-caca-palavras---curiosidades-de-ingles-L999-9786587466224?page=5&limit=96;
365 caça-palavras - curiosidades do Brasil;R$ 16,52;https://leitura.com.br/365-caca-palavras---curiosidades-do-brasil-L999-9786587466231?page=5&limit=96;
365 caça-palavras - Dinossauros;R$ 17,91;https://leitura.com.br/365-caca-palavras---dinossauros-L999-9786587466293?page=5&limit=96;
365 caça-palavras - Geografia;R$ 16,52;https://leitura.com.br/365-caca-palavras---geografia-L999-9786555001891?page=5&limit=96;
365 caça-palavras - História;R$ 16,52;https://leitura.com.br/365-caca-palavras---historia-L999-9786555001938?page=5&limit=96;
365 caça-palavras - Natureza;R$ 16,52;https://leitura.com.br/365-caca-palavras---natureza-L999-9786555007329?page=5&limit=96;
365 Caça-Palavras - Países capitais e cidades;R$ 19,90;R$ 16,52;https://leitura.com.br/365-caca-palavras---paises-capitais-e-cidades-L999-9786555007749?page=5&limit=96
365 caça-palavras bíblico;R$ 16,52;https://leitura.com.br/365-caca-palavras-biblico-L999-9786555000993?page=5&limit=96;
365 caça-palavras com histórias bíblicas;R$ 16,52;https://leitura.com.br/365-caca-palavras-com-historias-biblicas-L999-9788538099796?page=5&limit=96;
365 caça-palavras do Batman;R$ 16,52;https://leitura.com.br/365-caca-palavras-do-batman-L999-9786555007343?page=5&limit=96;
365 caça-palavras I;R$ 20,67;https://leitura.com.br/365-caca-palavras-i-L999-9788538089803?page=5&limit=96;
365 caça-palavras II;R$ 20,67;https://leitura.com.br/365-caca-palavras-ii-L999-9788538089810?page=5&limit=96;
365 caça-palavras para se divertir;R$ 16,52;https://leitura.com.br/365-caca-palavras-para-se-divertir-L999-9788538097686?page=5&limit=96;
365 caça-palavras português-inglês;R$ 14,92;https://leitura.com.br/365-caca-palavras-portugues-ingles-L999-9786555000962?page=5&limit=96;
365 charadas incríveis;R$ 16,52;https://leitura.com.br/365-charadas-incriveis-L999-9786555002263?page=5&limit=96;
365 cruzadas com números;R$ 16,52;https://leitura.com.br/365-cruzadas-com-numeros-L999-9786555006186?page=5&limit=96;
365 cruzadas diretas;R$ 16,60;https://leitura.com.br/365-cruzadas-diretas-L999-9786555000252?page=5&limit=96;
365 cruzadas diretas - fácil médio e difícil I;R$ 19,90;R$ 16,52;https://leitura.com.br/365-cruzadas-diretas---facil-medio-e-dificil-i-L999-9786526107249?page=5&limit=96
365 cruzadas diretas - Geografia;R$ 19,90;R$ 16,52;https://leitura.com.br/365-cruzadas-diretas---geografia-L999-9786526108376?page=5&limit=96
365 cruzadas diretas - Música;R$ 19,90;R$ 16,52;https://leitura.com.br/365-cruzadas-diretas---musica-L999-9786587466279?page=5&limit=96
365 cruzadas diretas - nível difícil I;R$ 19,90;R$ 16,52;https://leitura.com.br/365-cruzadas-diretas---nivel-dificil-i-L999-9786526107287?page=5&limit=96
365 cruzadas diretas - nível fácil I;R$ 19,90;R$ 16,52;https://leitura.com.br/365-cruzadas-diretas---nivel-facil-i-L999-9786526105337?page=5&limit=96
365 cruzadas diretas - nível fácil II;R$ 19,90;R$ 16,52;https://leitura.com.br/365-cruzadas-diretas---nivel-facil-ii-L999-9786526106877?page=5&limit=96
365 cruzadas diretas - nível médio I;R$ 19,90;R$ 16,52;https://leitura.com.br/365-cruzadas-diretas---nivel-medio-i-L999-9786526106969?page=5&limit=96
365 cruzadas diretas - nível médio II;R$ 19,90;R$ 17,91;https://leitura.com.br/365-cruzadas-diretas---nivel-medio-ii-L999-9786587466262?page=5&limit=96
365 cruzadinhas para se divertir;R$ 19,90;R$ 16,52;https://leitura.com.br/365-cruzadinhas-para-se-divertir-L999-9788538096672?page=5&limit=96
365 Desenhos da Bíblia para colorir;R$ 19,90;R$ 14,92;https://leitura.com.br/365-desenhos-da-biblia-para-colorir-L999-9786555001990?page=5&limit=96
365 Desenhos para Colorir;R$ 49,90;R$ 36,29;https://leitura.com.br/365-desenhos-para-colorir-L999-9788595033207?page=5&limit=96
365 Desenhos para Colorir;R$ 49,90;R$ 36,29;https://leitura.com.br/365-desenhos-para-colorir-L999-9786555073218?page=5&limit=96
365 dias;R$ 59,90;R$ 49,92;https://leitura.com.br/365-dias-L999-9786586077650?page=5&limit=96
365 dias com Hermógenes;R$ 59,90;R$ 49,92;https://leitura.com.br/365-dias-com-hermogenes-L999-9788576849537?page=5&limit=96
365 dias com o Coração de Jesus;R$ 17,00;R$ 15,20;https://leitura.com.br/365-dias-com-o-coracao-de-jesus-L999-9788515045358?page=5&limit=96
365 dias de bem-estar;R$ 134,90;R$ 111,97;https://leitura.com.br/365-dias-de-bem-estar-L999-9788584391813?page=5&limit=96
365 Dias de Fé - Boot Diário - Pablo Marçal;R$ 99,90;R$ 78,99;https://leitura.com.br/365-dias-de-fe---boot-diario---pablo-marcal-L999-9786598142117?page=5&limit=96
365 dias de gratidão;R$ 55,90;R$ 46,40;https://leitura.com.br/365-dias-de-gratidao-L999-9786555350272?page=5&limit=96
365 dias para plantar;R$ 59,90;R$ 49,72;https://leitura.com.br/365-dias-para-plantar-L999-9786555320497?page=5&limit=96
365 Dominós de palavras;R$ 19,90;R$ 16,52;https://leitura.com.br/365-dominos-de-palavras-L999-9786555006704?page=5&limit=96
365 Doses Bíblicas Diárias Floral;R$ 89,90;R$ 74,62;https://leitura.com.br/365-doses-biblicas-diarias-floral-L999-7908249103519?page=5&limit=96
365 Doses Bíblicas Diárias Floral Rosé;R$ 89,90;R$ 74,62;https://leitura.com.br/365-doses-biblicas-diarias-floral-rose-L999-7908249104004?page=5&limit=96
365 Doses Bíblicas Diárias Ornamentos;R$ 89,90;R$ 74,62;https://leitura.com.br/365-doses-biblicas-diarias-ornamentos-L999-7908249103502?page=5&limit=96
365 Histórias (Ed.Luxo);R$ 99,00;R$ 74,25;https://leitura.com.br/365-historias-edluxo-L999-9788537623145?page=5&limit=96
365 histórias - Uma história por noite;R$ 59,90;R$ 49,72;https://leitura.com.br/365-historias---uma-historia-por-noite-L999-9788538095545?page=5&limit=96
365 histórias bíblicas;R$ 59,90;R$ 49,72;https://leitura.com.br/365-historias-biblicas-L999-9786555000351?page=5&limit=96
365 Histórias bíblicas - narradas com carinho;R$ 34,90;R$ 28,97;https://leitura.com.br/365-historias-biblicas---narradas-com-carinho-L999-9786555007763?page=5&limit=96
365 Histórias da Bíblia;R$ 29,90;R$ 21,75;https://leitura.com.br/365-historias-da-biblia-L999-9788595031883?page=5&limit=96
365 histórias narradas - uma história por noite;R$ 34,90;R$ 28,97;https://leitura.com.br/365-historias-narradas---uma-historia-por-noite-L999-9788538093954?page=5&limit=96
365 Histórias narradas com carinho;R$ 34,90;R$ 28,97;https://leitura.com.br/365-historias-narradas-com-carinho-L999-9786555009644?page=5&limit=96
365 histórias para ler e sonhar;R$ 59,90;R$ 49,72;https://leitura.com.br/365-historias-para-ler-e-sonhar-L999-9788538090014?page=5&limit=96
365 jogos divertidos;R$ 19,90;R$ 16,52;https://leitura.com.br/365-jogos-divertidos-L999-9786555001853?page=5&limit=96
365 Jogos divertidos - volume II;R$ 19,90;R$ 16,52;https://leitura.com.br/365-jogos-divertidos---volume-ii-L999-9786555006254?page=5&limit=96
365 jogos dos sete erros;R$ 19,90;R$ 16,52;https://leitura.com.br/365-jogos-dos-sete-erros-L999-9786587466132?page=5&limit=96
365 jogos dos sete erros - vol. 2;R$ 19,90;R$ 17,91;https://leitura.com.br/365-jogos-dos-sete-erros---vol-2-L999-9786587466286?page=5&limit=96
365 labirintos;R$ 19,90;R$ 16,52;https://leitura.com.br/365-labirintos-L999-9786555001921?page=5&limit=96
365 MENTIRAS;R$ 38,00;R$ 19,00;https://leitura.com.br/365-mentiras-L999-9788563035455?page=5&limit=96
365 orações;R$ 19,99;R$ 16,59;https://leitura.com.br/365-oracoes-L999-9786555470512?page=5&limit=96
365 orações e reflexões;R$ 39,90;R$ 33,12;https://leitura.com.br/365-oracoes-e-reflexoes-L999-9788534400299?page=5&limit=96
365 palavras cruzadas diretas - Vol. 1;R$ 24,90;R$ 20,67;https://leitura.com.br/365-palavras-cruzadas-diretas---vol-1-L999-9788538069461?page=5&limit=96
365 palavras cruzadas diretas - Vol.2;R$ 24,90;R$ 20,67;https://leitura.com.br/365-palavras-cruzadas-diretas---vol2-L999-9788538069478?page=5&limit=96
365 Palavras cruzadas plus - volume I;R$ 19,90;R$ 16,52;https://leitura.com.br/365-palavras-cruzadas-plus---volume-i-L999-9786555005127?page=5&limit=96
365 Palavras cruzadas plus - volume II;R$ 19,90;R$ 16,52;https://leitura.com.br/365-palavras-cruzadas-plus---volume-ii-L999-9786555005431?page=5&limit=96
365 Palavras cruzadas plus - volume III;R$ 19,90;R$ 16,52;https://leitura.com.br/365-palavras-cruzadas-plus---volume-iii-L999-9786555006902?page=5&limit=96
365 Palavras cruzadas plus - volume IV;R$ 19,90;R$ 16,52;https://leitura.com.br/365-palavras-cruzadas-plus---volume-iv-L999-9786587466095?page=5&limit=96
365 Palavras cruzadas plus - volume V;R$ 19,90;R$ 16,52;https://leitura.com.br/365-palavras-cruzadas-plus---volume-v-L999-9786587466118?page=5&limit=96
365 Palavras cruzadas plus - volume VI;R$ 19,90;R$ 16,52;https://leitura.com.br/365-palavras-cruzadas-plus---volume-vi-L999-9786587466101?page=5&limit=96
